"key","message","comment","context"
"Hr batch","دفعة الموارد البشرية",,
"Hr config","تكوين الموارد البشرية",,
"HrConfig","تكوين الموارد البشرية",,
"Human Resource Manager","مدير الموارد البشرية",,
"Human Resource config (${ name })","تكوين الموارد البشرية (${ name })",,
"Human Resources Employee","موظف الموارد البشرية",,
"Human Resources Manager","مدير الموارد البشرية",,
"Human Resources configuration","تكوين الموارد البشرية",,
"Human Resources configurations","تكوينات الموارد البشرية",,
"Human resource configurations","تكوينات الموارد البشرية",,
"I am at work","أنا في العمل",,
"Imposed holidays planning","تخطيط العطلات المفروضة",,
"In Trial","في التجربة",,
"In advance","مسبقًا",,
"Inactive","غير نشط",,
"Increase %","زيادة %",,
"Increment leave","زيادة الإجازة",,
"Information","معلومات",,
"Inject","حقن",,
"Inject/Consume","حقن/استهلاك",,
"Instruction","تعليمات",,
"Internal description","وصف داخلي",,
"Invalid date","تاريخ غير صالح",,
"Invalid date periods","فترات تاريخ غير صالحة",,
"Invalid date, it can't be in the future","تاريخ غير صالح، لا يمكن أن يكون في المستقبل",,
"Invalid dates","تواريخ غير صالحة",,
"Invalid duration (must be a 0.5's multiple)","مدة غير صالحة (يجب أن تكون مضاعفًا لـ 0.5)",,
"Invitation","دعوة",,
"Invited collaborators","المتعاونون المدعوون",,
"Invoiced","تم فوترته",,
"Invoicing Type for Log Times","نوع الفوترة لسجلات الوقت",,
"Justification","تبرير",,
"K.A.P.",,,
"Keep Project for Start&Stop Timer",,,
"Kilometric",,,
"Kilometric Allowance",,,
"Kilometric Allowance Param",,,
"Kilometric Allowance Params",,,
"Kilometric Allowances",,,
"Kilometric allowance list",,,
"Kilometric allowance rate",,,
"Kilometric allowance rates",,,
"Kilometric allowance rule",,,
"Kilometric allowance rule list",,,
"Kilometric allowance rules",,,
"Kilometric expense product",,,
"Kilometric line",,,
"Kilometric lines",,,
"Kilometric log",,,
"Kilometric log list",,,
"Kilometrice Allowance Param",,,
"Kilometrice Allowance Params",,,
"Kilometrice log",,,
"LIEU",,,
"Label",,,
"Last medical visit :",,,
"Last medical visit : XX/XX/XXXX",,,
"Last medical visit date",,,
"Last name",,,
"Launched every",,,
"Leave Batch rules",,,
"Leave List",,,
"Leave Management",,,
"Leave Management Batch Rule",,,
"Leave Management Reset",,,
"Leave Per Employee",,,
"Leave Reason for Leave to justify",,,
"Leave Reasons",,,
"Leave Request",,,
"Leave Request Notification Mail",,,
"Leave Requests",,,
"Leave Requests to Validate",,,
"Leave accounts",,,
"Leave correction",,,
"Leave counter reset",,,
"Leave day number",,,
"Leave days' number",,,
"Leave line",,,
"Leave managed every month",,,
"Leave managed every year",,,
"Leave management",,,
"Leave management batch",,,
"Leave management batch rule list",,,
"Leave period",,,
"Leave reason",,,
"Leave reason and day number have to be defined",,,
"Leave request",,,
"Leave request filters",,,
"Leave requests",,,
"Leave to justify",,,
"Leave type",,,
"LeaveRequest",,,
"Leaves",,,
"Leaves Management",,,
"Leaves Templates",,,
"Leaves and timesheets",,,
"Leaves calendar",,,
"Leaves to be Validated by your subordinates",,,
"Leaving date",,,
"Level",,,
"Line will be attached to a subsequent timesheet",,,
"Lines Generation Wizard",,,
"Linked project planning time",,,
"List of employees",,,
"Log Time",,,
"Log Times",,,
"Log time",,,
"Logged Time",,,
"Login",,,
"Lunch Voucher",,,
"Lunch Voucher Employer's Share",,,
"Lunch Voucher Format",,,
"Lunch Voucher Line",,,
"Lunch Voucher Lines",,,
"Lunch Voucher Management",,,
"Lunch Voucher Wage Share",,,
"Lunch Voucher's number",,,
"Lunch Vouchers",,,
"Lunch voucher advance",,,
"Lunch voucher advances",,,
"Lunch voucher management filters",,,
"Lunch voucher supplier",,,
"Lunch vouchers",,,
"Lunch vouchers distributed",,,
"Lunch vouchers used",,,
"Lunch vouchers' number",,,
"LunchVoucher.amount",,,
"LunchVoucher.comment",,,
"LunchVoucher.employeeShare",,,
"LunchVoucher.employerShare",,,
"LunchVoucher.handedOn",,,
"LunchVoucher.leavesFrom",,,
"LunchVoucher.lvFrom",,,
"LunchVoucher.month",,,
"LunchVoucher.names",,,
"LunchVoucher.paperNumber",,,
"LunchVoucher.qty",,,
"LunchVoucher.signature",,,
"LunchVoucher.signatureDocument",,,
"LunchVoucher.subtotal",,,
"LunchVoucher.to",,,
"LunchVoucher.total",,,
"LunchVoucherCommand",,,
"M",,,
"MATRICULE",,,
"Maiden name",,,
"Main",,,
"Main activity code",,,
"Main employment contract",,,
"Main employment contract status",,,
"Manage orphan expense lines",,,
"Manager",,,
"Manager dashboard",,,
"Marital name",,,
"Marital status",,,
"Married",,,
"Mass export list",,,
"Max amount",,,
"Maximum Condition",,,
"Medical Visit Reason",,,
"Medical Visit Reasons",,,
"Medical visit",,,
"Medical visit file",,,
"Medical visit list",,,
"Medical visit reason",,,
"Medical visits",,,
"Messages",,,
"Meta Schedule",,,
"Min monthly remuneration",,,
"Minimum Condition",,,
"Minimum Stock of Lunch Vouchers",,,
"Minimum stock of lunch vouchers will be reached for the company %s. Minimum Stock allowed : %s. Available Stock : %s",,,
"Minutes",,,
"Miscellaneous Amendment",,,
"Missing hours",,,
"Monday",,,
"Month",,,
"Monthly global cost",,,
"Monthly schedule",,,
"Morning",,,
"Move",,,
"Move Date",,,
"Move already used, you must unreconcile it first",,,
"Multiple Start&Stop Timer",,,
"Multiple timer",,,
"My Expenses",,,
"My Extra Hours",,,
"My Leave Requests",,,
"My Timesheets",,,
"My expense",,,
"My expenses",,,
"My extra hours",,,
"My leave request",,,
"My leave requests",,,
"My timesheet",,,
"My timesheets",,,
"MyHR",,,
"NOM",,,
"NOM DE JEUNE FILLE",,,
"NOM MARITAL",,,
"NUMERO INSEE",,,
"Name",,,
"Name and surname",,,
"Name for age variable",,,
"Name for seniority variable",,,
"Name for total working day in a period variable",,,
"Name for working day variable",,,
"Nbr in card",,,
"Nbr in paper",,,
"Nbr lunch vouchers",,,
"Need validation",,,
"Net salary",,,
"Never",,,
"New",,,
"New employee",,,
"New employees",,,
"New line",,,
"New project line",,,
"Next medical visit :",,,
"Next medical visit date",,,
"Nibelis",,,
"No",,,
"No Leave Request to be validated by your subordinates",,,
"No Route Found",,,
"No Tax for the product %s",,,
"No employee found",,,
"No expense to be validated by your subordinates",,,
"No extra hours to be validated by your subordinates",,,
"No longer used",,,
"No such place exists",,,
"No time sheet found for employee %s",,,
"No timesheet line has been created because the duration is less than 1 minute",,,
"No timesheet to be validated by your subordinates",,,
"Non-Executive",,,
"None",,,
"Not all expenses are in the same currency. You can only create or add lines to an expense report when they have the same currency.",,,
"Not invoiced",,,
"Note",,,
"Number of canteen entries",,,
"Number of days",,,
"Number of days before reminder",,,
"Number of days overseas",,,
"Number of days worked",,,
"Number of lunch vouchers",,,
"OK",,,
"Occasional",,,
"Old code",,,
"Old value",,,
"One-way",,,
"Only HR manager can choose this expense type.",,,
"Only missing",,,
"Open Street Maps error: %s",,,
"Organization",,,
"Orphan expense line",,,
"OrphanExpenseLine.title",,,
"Others",,,
"Overseas",,,
"Overview",,,
"PRENOM",,,
"Paper format",,,
"Pause",,,
"Pay Company",,,
"Pay Grid",,,
"Pay company main employment contract",,,
"Pay period",,,
"Payment",,,
"Payment Date",,,
"Payment Status",,,
"Payment amount",,,
"Payment information",,,
"Payment mode",,,
"Payment move",,,
"Payment voucher",,,
"Payroll Leave",,,
"Payroll Leaves",,,
"Payroll Preparation",,,
"Payroll Preparations",,,
"Payroll Year",,,
"Payroll input",,,
"Payroll periods",,,
"Payroll preparation",,,
"Payroll preparation export",,,
"Payroll preparation export batch",,,
"Payroll preparation export page",,,
"Payroll preparation filters",,,
"Payroll preparation generation",,,
"Payroll preparation generation batch",,,
"Payroll preparation generation page",,,
"Payroll preparations",,,
"Payroll preparations attempted to be generated : %s",,,
"Payroll preparations exported : %s",,,
"Payroll preparations failed to be generated due to a duplicate one : %s",,,
"Payroll preparations failed to be generated due to missing data : %s",,,
"Payroll preparations successfully generated : %s",,,
"Payroll year",,,
"Payroll years",,,
"PayrollPreparation.registrationNumber",,,
"Percentage of lunch voucher in paper format, the rest will be in electronic card.",,,
"Period",,,
"Period is closed",,,
"Periods generation assistant",,,
"Permanent",,,
"Personal expense",,,
"Personal expense amount",,,
"Personal information",,,
"Phone",,,
"Phone at the customer",,,
"Phonebook.employeePhonebook",,,
"Plan",,,
"Planned",,,
"Planned Time Planning",,,
"Planned time",,,
"Planned time value",,,
"Planned time values",,,
"Plannings",,,
"Plate Number",,,
"Please add a product",,,
"Please add a start date for generation",,,
"Please add an employee's planning related to user %s",,,
"Please add an employee's public holiday events planning related to user %s",,,
"Please add an end date for generation",,,
"Please choose an activity.",,,
"Please choose an employee.",,,
"Please configure Formula Variables for human resource for the company %s",,,
"Please configure a birt template for expense report.",,,
"Please configure information for human resources for the company %s",,,
"Please configure the canceled expense template in HR config for the company %s",,,
"Please configure the canceled extra hours template in HR config for the company %s",,,
"Please configure the canceled leave template in HR config for the company %s",,,
"Please configure the canceled timehsheet template in HR config for the company %s",,,
"Please configure the expense type for kilometric allowance in HR config for the company %s",,,
"Please configure the lunch voucher export path in HR config for the company %s",,,
"Please configure the refused expense template in HR config for the company %s",,,
"Please configure the refused extra hours template in HR config for the company %s",,,
"Please configure the refused leave template in HR config for the company %s",,,
"Please configure the refused timehsheet template in HR config for the company %s",,,
"Please configure the sent expense template in HR config for the company %s",,,
"Please configure the sent extra hours template in HR config for the company %s",,,
"Please configure the sent leave template in HR config for the company %s",,,
"Please configure the sent timehsheet template in HR config for the company %s",,,
"Please configure the template for email reminder",,,
"Please configure the unit for this type of absence",,,
"Please configure the unjustified absence reason in HR config for the company %s",,,
"Please configure the validated expense template in HR config for the company %s",,,
"Please configure the validated extra hours template in HR config for the company %s",,,
"Please configure the validated leave template in HR config for the company %s",,,
"Please configure the validated timehsheet template in HR config for the company %s",,,
"Please create an employee for the user ${__user__.name}",,,
"Please create an employee for the user ${assignedTo.name}",,,
"Please create an employee for the user %s",,,
"Please fill a company.",,,
"Please fill a leave period.",,,
"Please fill a user for the employee %s",,,
"Please fill the payment mode.",,,
"Please fill the period",,,
"Please provide a company.",,,
"Please provide a kilometric allowance parameter.",,,
"Please provide a kilometric type.",,,
"Please provide an expense product.",,,
"Please provide starting and arriving cities.",,,
"Please select at least one expense line.",,,
"Please set a company up on leave request",,,
"Please, add a contract of employment for employee : %s",,,
"Please, add a planning for employee : %s",,,
"Please, add a public holiday planning for employee : %s",,,
"Please, choose unit in leave reason %s.",,,
"Please, configure the number of daily work hours.",,,
"Please, configure the time logging unit preference.",,,
"Please, enter an activity for the employee %s",,,
"Please, enter the number of daily work hours per employee %s",,,
"Please, provide weeklyPlanning , publicHolidaysPlanning and mainContract information for selected employees",,,
"Please, select an employment contract template",,,
"Please, select an expense",,,
"Position","منصب",,
"Position / Salary","المنصب / الراتب",,
"Presence","الحضور",,
"Present","حاضر",,
"Previously hired","تم التوظيف سابقًا",,
"Print","طباعة",,
"Print contract","طباعة العقد",,
"Print report and files","طباعة التقرير والملفات",,
"Printings","الطباعة",,
"Probation period","فترة التجربة",,
"Probation period duration","مدة فترة التجربة",,
"Probation periods","فترات التجربة",,
"ProbationPeriod.maximumDuration","الحد الأقصى لفترة التجربة",,
"ProbationPeriod.minimumDuration","الحد الأدنى لفترة التجربة",,
"Product Activities","أنشطة المنتج",,
"Product Activity","نشاط المنتج",,
"Product dates","تواريخ المنتج",,
"Product expense filters","مرشحات مصروفات المنتج",,
"Product sheet","ورقة المنتج",,
"Product specific attributes","سمات المنتج المحددة",,
"Product typology","تصنيف المنتج",,
"Products.items","عناصر المنتجات",,
"Profit-sharing beneficiary","مستفيد من المشاركة في الأرباح",,
"Project","مشروع",,
"Project Plannings","تخطيط المشروع",,
"Project and project task must be chosen together.","يجب اختيار المشروع ومهمة المشروع معًا.",,
"Project config.","تكوين المشروع.",,
"Project configurations","تكوينات المشروع",,
"Project planning time","وقت تخطيط المشروع",,
"Project planning time lines","أسطر وقت تخطيط المشروع",,
"Project planning time unit not matching with time units in base configuration.","وحدة وقت تخطيط المشروع لا تتطابق مع وحدات الوقت في التكوين الأساسي.",,
"Project task","مهمة المشروع",,
"ProjectPlanningTime.Activity","نشاط تخطيط المشروع",,
"Proof file digitally signed","ملف الإثبات موقع رقميًا",,
"Prorate with employee hire date","توزيع النسبة مع تاريخ توظيف الموظف",,
"Public Holiday Planning","تخطيط العطلات الرسمية",,
"Public holidays","العطلات الرسمية",,
"Public holidays planning","تخطيط العطلات الرسمية",,
"Qty must be lower than %d.","يجب أن تكون الكمية أقل من %d.",,
"Qualification","مؤهل",,
"Qualification Level","مستوى المؤهل",,
"Qualification levels","مستويات المؤهل",,
"QualificationLevel.code","رمز مستوى المؤهل",,
"QualificationLevel.name","اسم مستوى المؤهل",,
"Qualifications","المؤهلات",,
"Quantities","الكميات",,
"Quantity","الكمية",,
"Quantity to stock","الكمية للتخزين",,
"Rate","معدل",,
"Realize","تحقيق",,
"Realized","تم تحقيقه",,
"Reason","سبب",,
"Recovery leave reason","سبب إجازة الاسترداد",,
"Recruitment","توظيف",,
"Ref.","مرجع",,
"Referential date for seniority","تاريخ مرجعي للسنوات",,
"Refresh","تحديث",,
"Refusal Date",,,
"Refuse",,,
"Refused","تم رفضه",,
"Refused By",,,
"Refused Expense Template","قالب مصروف مرفوض",,
"Refused Extra Hours Template",,,
"Refused Leave Request Template",,,
"Refused Timesheet Template",,,
"Register payment",,,
"Registration certificate",,,
"Registration code",,,
"Reimbursed",,,
"RejectionReason.name",,,
"Relationship",,,
"Remaining",,,
"Remaining amount",,,
"Reminder",,,
"Remove lines",,,
"Reopen period",,,
"Report",,,
"Reportings",,,
"Reports",,,
"Request date",,,
"Requested",,,
"Requested amount",,,
"Requested lunch vouchers on the period",,,
"Restaurant",,,
"Resume",,,
"Return to draft status",,,
"Round trip",,,
"SILAE",,,
"SMIC value",,,
"Sage",,,
"Salary change",,,
"Sale",,,
"Sales",,,
"Saturday",,,
"Schedules",,,
"See timesheet lines",,,
"Select Expense",,,
"Select Leave Request",,,
"Select Timesheet",,,
"Select employee",,,
"Select extra hours",,,
"Select period",,,
"Select the expense you want to edit",,,
"Select the extra hours you want to edit",,,
"Select the leave request you want to edit",,,
"Select the timesheet you want to edit",,,
"Selection on display planned time",,,
"Send",,,
"Send Email",,,
"Send Expenses",,,
"Send reminder",,,
"Seniority date",,,
"Seniority leave Management",,,
"Seniority leave management batch",,,
"Seniority leave management page",,,
"Sent Date",,,
"Sent Expense Template",,,
"Sent Leave Request Template",,,
"Sequence",,,
"Set employees to be reminded",,,
"Settings",,,
"Sex",,,
"Show editor",,,
"Show expenses annual report",,,
"Show expenses to be validated by my subordinates",,,
"Show extra hours to be validated by my subordinates",,,
"Show leaves to be validated by my subordinates",,,
"Show timesheets to be validated by my subordinates",,,
"Signature date",,,
"Silae",,,
"Single",,,
"Site",,,
"SmicValue.menu",,,
"SmicValue.name",,,
"Social Charges",,,
"Social security number",,,
"Some lines do not have a justification file. Do you want to proceed ?",,,
"Spent time",,,
"Standard",,,
"Standard export do not take into account the elements from employee bonus and others",,,
"Start",,,
"Start Date",,,
"Start On",,,
"Start Time",,,
"Start date",,,
"Start date time",,,
"Start time",,,
"Start&Stop",,,
"Start&Stop Timer",,,
"Starting city",,,
"Status",,,
"Status Timer",,,
"Step by step",,,
"Stock quantity status",,,
"Stop",,,
"Sunday",,,
"TEL",,,
"TEL 2",,,
"TSTimer",,,
"TSTimer.Pause",,,
"TSTimer.Start",,,
"TSTimer.Stop",,,
"Taken",,,
"Task",,,
"TeamTask",,,
"Template",,,
"The activity is not allowed in the current project.",,,
"The bank order linked to this expense has already been carried out/rejected, and thus can't be canceled",,,
"The date of timesheet line %d can't be empty",,,
"The distance between %s and %s.",,,
"The employee %s has multiple %s leave lines",,,
"The employee %s has no %s leave line",,,
"The employee %s has no birth date",,,
"The employee %s has no seniority date",,,
"The expense limit has been exceeded for the period %s to %s",,,
"The expense line amount exceeds the authorized limit of ${expenseProduct?.amountLimit}. Please correct the amount or request the intervention of an HR manager.",,,
"The expense line amount exceeds the authorized limit of %s. Please correct the amount or request the intervention of an HR manager.",,,
"The field Activity is filled automatically from the field ""Default Activity Product"" from the employee form, on the timesheets panel. You can still modify for each task though",,,
"The file is not a PDF nor an image. Please keep the original document.",,,
"The given product is not an activity, please choose a correct activity.",,,
"The hire date of the employee will be taken into account when computing days to add",,,
"The kilometric allowance rate corresponding to the kilometric allow param %s and the company %s is missing",,,
"The new expense is not in draft.",,,
"The start date cannot be more recent than the end date.",,,
"The total tax has been set to zero since the expense type blocks taxes.",,,
"There is already a payroll preparation for the employee %s, the company %s and the period %s",,,
"There is an error in a formula",,,
"There is no civil year for society %s which includes date %s",,,
"There is no fiscal year for society %s which includes date %s",,,
"There is no leave line for the employee %s and the reason %s.",,,
"There is no matching condition for the allowance %s",,,
"There is no payroll for society %s which includes date %s",,,
"There is no year for society %s which includes date %s",,,
"There is no year selected for the allowance.",,,
"This configuration allows to fill expense line before creating any expense. This process is similar to the mobile application one.",,,
"This contact is referenced from employee %s - %s",,,
"This date is invalid. It must be included in the timesheet's period.",,,
"This expense cannot be created because no project has been filled in and it has been noted as to be billed.",,,
"This expense line is related to an expense which is not in draft.",,,
"This is a kilometric expense line. Distance must be greater than 0.",,,
"This planned time value already exists.",,,
"This will attach an event to a project planning time",,,
"This will customize the event subject.",,,
"Thursday",,,
"Time %",,,
"Time Sheet",,,
"Time limit for a day in a timesheet",,,
"Time logging preference",,,
"Time of hire",,,
"Time unit",,,
"Time%",,,
"Timer",,,
"Timer is already ongoing, stop it before starting a new one.",,,
"Timer start date time",,,
"Timer successfully updated.",,,
"Timesheet",,,
"Timesheet Line",,,
"Timesheet Line Form",,,
"Timesheet Lines",,,
"Timesheet Notification Mail",,,
"Timesheet Templates",,,
"Timesheet converted period total.",,,
"Timesheet default end date format",,,
"Timesheet editor",,,
"Timesheet filters",,,
"Timesheet line list is empty, please add a timesheet line list",,,
"Timesheet line successfully updated.",,,
"Timesheet lines",,,
"Timesheet reminder",,,
"Timesheet reminder line",,,
"Timesheet reminder lines",,,
"Timesheet reminder template",,,
"Timesheet reminders",,,
"Timesheet report",,,
"Timesheet successfully updated.",,,
"Timesheet.fromDate",,,
"Timesheet.task",,,
"Timesheet.timesheetOf",,,
"Timesheet.toDate",,,
"Timesheet.totalDuration",,,
"TimesheetLine.duration",,,
"TimesheetLine.product",,,
"TimesheetLine.project",,,
"TimesheetLine.timeSpent",,,
"TimesheetReport",,,
"Timesheets",,,
"Timesheets to Validate",,,
"Timesheets to be Validated by your subordinates",,,
"To",,,
"To (included)",,,
"To Date",,,
"To be reset yearly",,,
"To calculate",,,
"To date",,,
"To date can't be empty",,,
"To generation date",,,
"To invoice",,,
"Too many requests",,,
"Tools",,,
"Total",,,
"Total (h)",,,
"Total A.T.I",,,
"Total A.T.I.",,,
"Total Days in the period",,,
"Total Hours per Day",,,
"Total Minutes per Day",,,
"Total W.T.",,,
"Total amount",,,
"Total amount with tax",,,
"Total lunch vouchers",,,
"Total on period (hours)",,,
"Total planned hours",,,
"Total real hours",,,
"Total required hours",,,
"Total tax",,,
"Total to pay",,,
"Total to refund",,,
"TotalToRefund",,,
"Totals on period",,,
"Tracking number",,,
"Training",,,
"Trial period duration",,,
"Tuesday",,,
"Type",,,
"Unavailable to users",,,
"Unique product for timesheet",,,
"Unit",,,
"Unit conversion",,,
"Unit conversions",,,
"Untaxed amount",,,
"Update date",,,
"Update scheduler",,,
"Update to invoice",,,
"Updated currency and current parent currency are incompatible.",,,
"Updated currency and new parent currency are incompatible.",,,
"Updated duration",,,
"Usable on expense",,,
"Usable on timesheet",,,
"Use employee's Activity",,,
"Use line's Activity",,,
"Use unique product for timesheet",,,
"Use weekly planning coefficient",,,
"Use weekly plannning coef.",,,
"Used amount",,,
"User",,,
"User creation",,,
"VILLE",,,
"VOIE",,,
"Vacation pay",,,
"Valid",,,
"Validate",,,
"Validate the advance",,,
"Validated",,,
"Validated Expense Template",,,
"Validated Extra Hours Template",,,
"Validated Leave Request Template",,,
"Validated Timesheet Template",,,
"Validated Timesheet lines",,,
"Validated by",,,
"Validation Date",,,
"Validation needed configuration is not enabled.",,,
"Value",,,
"Value by default on display planned time",,,
"Vehicle",,,
"Vehicle Make",,,
"Vehicle Model",,,
"Vehicles",,,
"Ventilate",,,
"Ventilated",,,
"Ventilated expense can not be deleted. %s can not be deleted.",,,
"Waiting",,,
"Waiting Timesheet lines",,,
"Waiting for validation",,,
"Waiting validation",,,
"Wednesday",,,
"Weekly Planning",,,
"Weekly duration",,,
"Weekly planning",,,
"Weekly work duration",,,
"Weekly work hours",,,
"When the checkbox is true, it enables to choose the project when filling timesheet lines VIA THE DYNAMIC EDITOR of the HR timesheet app.",,,
"Withdrawn cash",,,
"Work fixed phone",,,
"Work hours",,,
"Work mobile phone",,,
"Work phones",,,
"Working days' number",,,
"Working time modification",,,
"Year",,,
"You are not able to take leave in advance for the reason '%s'.",,,
"You can not cancel an already cancelled timesheet.",,,
"You can not update a line from an expense which is not in draft.",,,
"You can only add a timer to a drafted or a waiting for validation timesheet.",,,
"You can't exceed the daily limit of %s hours on the %s.",,,
"You have already been invited to the restaurant for the following dates:",,,
"You have to choose at least one timesheet",,,
"You must be a HR manager to have the permission to do this.",,,
"You must choose a template.",,,
"You must configure an account for expenses taxes (company : %s)",,,
"You must configure an expenses account (company : %s)",,,
"You must configure an expenses journal(company : %s)",,,
"You need lines to fill your export.",,,
"You now have a negative number of leaves available for the reason %s",,,
"amount",,,
"com.axelor.apps.hr.service.batch.HrBatchService",,,
"hr.department",,,
"http://www.url.com",,,
"login name",,,
"user group",,,
"value:Employees Management",,,
"value:Expense Management",,,
"value:Extra hours",,,
"value:Leave Management",,,
"value:Timesheet Management",,,
