"key","message","comment","context"
"Error while reading the csv file. Make sure that decimal values use a dot and not a comma.","حدث خطأ أثناء قراءة ملف CSV. تأكد من أن القيم العشرية تستخدم نقطة وليس فاصلة.",,
"Exempt","معفى",,
"Expense","حساب",,
"Export file","تصدير الملف",,
"F - Receiver label","F - تسمية المتلقي",,
"F1 - Due date","F1 - تاريخ الاستحقاق",,
"F1 - Value's date","F1 - تاريخ القيمة",,
"F2-1 - Creation date","F2-1 - تاريخ الإنشاء",,
"F3 - Sender bank siren number","F3 - رقم صفارة إنذار البنك المرسل",,
"F3 - Sender company siren number","F3 - رقم صفارة الإنذار للشركة المرسلة",,
"F3-4 - SIREN number","F3-4 - SIREN number",,
"Failed to create a move for the invoice payment.","فشل في إنشاء عملية دفع الفاتورة.",,
"Failed to create bank order from invoice payment","فشل في إنشاء أمر مصرفي من دفع الفاتورة",,
"Fees imputation","إسناد الرسوم",,
"Field allowing to enable automatic pointing during reconciliation. Pointing can still be done manually when incomplete","حقل يسمح بتمكين الإشارة التلقائية أثناء التسوية. لا يزال من الممكن إجراء الإشارة يدويًا عندما تكون غير مكتملة",,
"Field indicating the confidence index for automatic reconcile. Green dot means 'Equal amount and date in range', orange dot means 'Equal amount and date out of range', red dot means 'Amount and date in range'","حقل يشير إلى مؤشر الثقة للتسوية التلقائية. النقطة الخضراء تعني ""المبلغ والتاريخ المتساويان في النطاق""، والنقطة البرتقالية تعني ""المبلغ المتساوي والتاريخ خارج النطاق""، والنقطة الحمراء تعني ""المبلغ والتاريخ في النطاق""",,
"File","ملف",,
"File format","تنسيق الملف",,
"File generation date","تاريخ إنشاء الملف",,
"File generation supported","دعم إنشاء الملفات",,
"File to send","ملف للإرسال",,
"Files","ملفات",,
"Final balance","الرصيد النهائي",,
"Final balance btn","الرصيد النهائي ب",,
"Financial Discount","الخصم المالي",,
"Financial Discount in value","الخصم المالي في القيمة",,
"For the rules of type 'Move line's fetching', the 'Payment account management' record selected is only used to select the right bank account and company on which the rule applies and doesn't take into account the payment mode.","بالنسبة للقواعد من النوع ""جلب خط النقل""، يتم استخدام سجل ""إدارة حساب الدفع"" المحدد فقط لتحديد الحساب البنكي المناسب والشركة التي تنطبق عليها القاعدة ولا يأخذ في الاعتبار وضع الدفع.",,
"From","من",,
"From Date","من التاريخ",,
"From accounting entry","من القيد المحاسبي",,
"Fully reconciled ?","متصالحة تماما؟",,
"Functional Origin","الأصل الوظيفي",,
"Further information","مزيد من المعلومات",,
"G - Deposit reference","ز - مرجع الإيداع",,
"G - Sender reference","ز - مرجع المرسل",,
"G1 - Bank code","G1 - رمز البنك",,
"G1 - Bank establisment code","G1 - رمز تأسيس البنك",,
"General","عام",,
"Generate Bank order","إنشاء أمر البنك",,
"Generate bank payment configurations","إنشاء تكوينات الدفع البنكي",,
"Generated entry customized labels","تم إنشاء تسميات مخصصة للإدخال",,
"Generated file","الملف الذي تم إنشاؤه",,
"Get date","احصل على التاريخ",,
"Global attributes","الصفات العالمية",,
"Green","أخضر",,
"ICS Number","رقم ICS",,
"If actived, on the bankReconciliation form, once the button Load Statement will be clicked, accounting of entries will be executed","في حالة تفعيله، في نموذج تسوية البنك، بمجرد النقر على زر بيان التحميل، سيتم تنفيذ محاسبة الإدخالات",,
"If checked, the bank order form view will use an editor widget, which will make adding new lines easier but will cause performance issues if the bank order has too many lines.","إذا تم تحديده، فإن عرض نموذج الطلب البنكي سيستخدم عنصر واجهة المستخدم للمحرر، مما سيجعل إضافة بنود جديدة أسهل ولكنه سيتسبب في حدوث مشكلات في الأداء إذا كان الأمر البنكي يحتوي على عدد كبير جدًا من الأسطر.",,
"Import","يستورد",,
"Imported","مستورد",,
"Include other bank statements","قم بتضمين بيانات بنكية أخرى",,
"Initial balance","الرصيد الأولي",,
"Interbank code/Payment mode","رمز ما بين البنوك/وضع الدفع",,
"Interbank payment order","أمر الدفع بين البنوك",,
"International Bank to Bank Transfers","البنك الدولي للتحويلات المصرفية",,
"International Credit Transfer","تحويل الرصيد الدولي",,
"International Credit Transfers","التحويلات الائتمانية الدولية",,
"International Direct Debit","الخصم المباشر الدولي",,
"International Direct Debits","الديون المباشرة الدولية",,
"International Treasury transfer","تحويل الخزينة الدولية",,
"International credit transfers","التحويلات الائتمانية الدولية",,
"International direct debits","الديون المباشرة الدولية",,
"International treasury transfers","تحويلات الخزينة الدولية",,
"Invoice","فاتورة",,
"Invoice term","مصطلح الفاتورة",,
"Invoices to be processed","الفواتير المراد معالجتها",,
"Is posted","تم نشره",,
"Is selected bank reconciliation","يتم تحديد التسوية المصرفية",,
"Journal","مجلة",,
"Journals","المجلات",,
"LCR","LCR",,
"LCR Bank orders","أوامر بنك LCR",,
"LCR bank orders","أوامر البنك LCR",,
"Label","ملصق",,
"Legend for dynamic parameter manage in bank payment config : %amt+ for a tolerance of +X% on amount, %amt- for -X%, %date for a tolerance of + or - X days","وسيلة إيضاح لإدارة المعلمات الديناميكية في تكوين الدفع البنكي: %amt+ للتسامح +X% على المبلغ، %amt- for -X%، %date للتسامح + أو - X من الأيام",,
"Lettering to invoice","كتابة على الفاتورة",,
"Line type","نوع الخط",,
"Load bank statements","تحميل البيانات المصرفية",,
"Load other bank statements","تحميل بيانات البنك الأخرى",,
"Manage bank to bank transfer payment","إدارة الدفع من بنك إلى بنك",,
"Manage bill of exchange","إدارة الكمبيالة",,
"Manage credit transfer payment","إدارة دفع تحويل الائتمان",,
"Manage direct debit payment","إدارة الدفع بالخصم المباشر",,
"Manual","يدوي",,
"Merge bank orders","دمج أوامر البنك",,
"Missing bank statement file","ملف كشف الحساب البنكي مفقود",,
"Missing bank statement file format","تنسيق ملف كشف الحساب البنكي مفقود",,
"Monthly payment schedules","جداول الدفع الشهرية",,
"MonthlyPaymentScheduleLines (batch)","خطوط جدولة الدفع الشهرية (دفعة)",,
"Move","يتحرك",,
"Move Line","نقل الخط",,
"Move line","نقل الخط",,
"Move line's fetch query","نقل استعلام جلب الخط",,
"Move line's fetching","جلب خط النقل",,
"Move line's query formula has not been evaluated to a Move line","لم يتم تقييم صيغة استعلام خط النقل إلى خط نقل",,
"Move lines","نقل الخطوط",,
"Movement","حركة",,
"Moves amount remaining to reconcile","ينقل المبلغ المتبقي للتسوية",,
"Moves generated","التحركات التي تم إنشاؤها",,
"Moves ongoing reconciled balance","يتحرك التوازن التوفيق المستمر",,
"Moves reconciled line balance","يتحرك توازن الخط التوفيق",,
"Moves theoretical balance","يحرك التوازن النظري",,
"Moves unreconciled line balance","ينقل رصيد الخط غير المطابق",,
"Multicurrency","عملات متعددة",,
"Multidate","تاريخ متعدد",,
"Multiple reconcile","التوفيق المتعددة",,
"Multiple reconciles","مصالحات متعددة",,
"Name","اسم",,
"National Bank to Bank Transfers","البنك الوطني للتحويلات المصرفية",,
"National Treasury transfer","نقل الخزينة الوطنية",,
"National treasury transfer","نقل الخزينة الوطنية",,
"New theoretical balance","التوازن النظري الجديد",,
"No address has been defined in the receiver %s","لم يتم تعريف أي عنوان في جهاز الاستقبال %s",,
"No address has been defined in the sender company %s","لم يتم تعريف أي عنوان في شركة المرسل %s",,
"No bank orders found","لم يتم العثور على أي طلبات مصرفية",,
"No folder path has been defined in the payment mode %s","لم يتم تعريف أي مسار للمجلد في وضع الدفع %s",,
"No indication","لا يوجد إشارة",,
"No processed payment schedule lines","لا توجد بنود جدول الدفع التي تمت معالجتها",,
"None","لا أحد",,
"Not accepted LCR","غير مقبول LCR",,
"Not exempt","ليست معفاة",,
"Not reconciled and onGoing","غير متصالحة ومستمرة",,
"Not rejected","لم يتم رفضه",,
"Number of lines","عدد الخطوط",,
"Number of retrieved bank statements: %d.","عدد كشوفات الحساب البنكية المستردة: %d.",,
"Only validated payment schedule lines can be rejected.","يمكن رفض بنود جدول الدفع التي تم التحقق منها فقط.",,
"Opening and closing balance don't match with the sum of movements.","الرصيد الافتتاحي والختامي لا يتطابقان مع مجموع الحركات.",,
"Operation Code","رمز التشغيل",,
"Operation date","تاريخ العملية",,
"Orange","البرتقالي",,
"Order Type","نوع الطلب",,
"Order debit type","نوع أمر الخصم",,
"Order overall debit","طلب الخصم الإجمالي",,
"Origin","أصل",,
"Origin label","تسمية الأصل",,
"Origins","أصول",,
"Other","آخر",,
"Other bank order types","أنواع أخرى من أوامر البنك",,
"Overall debit by transfer currency","إجمالي الخصم عن طريق تحويل العملة",,
"Parent payment schedule cannot be null.","لا يمكن أن يكون جدول الدفع الأصلي خاليًا.",,
"Partially reconciled bank statement line","سطر كشف حساب بنكي تمت تسويته جزئيًا",,
"Partially rejected","مرفوض جزئيا",,
"Partner","شريك",,
"Partner active UMR is missing.","الشريك UMR النشط مفقود.",,
"Partner fetch's method","طريقة جلب الشريك",,
"Partner is missing.","الشريك مفقود.",,
"Partner's fetch query","استعلام جلب الشريك",,
"Partner's fetching","جلب الشريك",,
"Partner's query formula has not been evaluated to a Partner","لم يتم تقييم صيغة استعلام الشريك إلى الشريك",,
"Password","كلمة المرور",,
"Payment Mode","وضع الدفع",,
"Payment Reason","سبب الدفع",,
"Payment account management","إدارة حساب الدفع",,
"Payment method is missing.","طريقة الدفع مفقودة.",,
"Payment mode is missing on the invoice %s","وضع الدفع مفقود في الفاتورة %s",,
"Payment reason line1","سبب الدفع السطر 1",,
"Payment reason line2","سبب الدفع السطر 2",,
"Payment reason line3","خط سبب الدفع3",,
"Payment reason line4","خط سبب الدفع4",,
"Payment schedule line","خط جدول الدفع",,
"Payment schedule line cannot be null.","لا يمكن أن يكون سطر جدول الدفع خاليًا.",,
"Payment schedule line rejection","رفض سطر جدول الدفع",,
"Payment schedule line rejection filters","مرشحات رفض سطر جدول الدفع",,
"Payment schedule lines","خطوط جدول الدفع",,
"Payment schedule lines to reject","بنود جدول الدفع المطلوب رفضها",,
"Payment schedules","جداول الدفع",,
"Payment session","جلسة الدفع",,
"Piece dates","مواعيد القطعة",,
"Piece due dates","مواعيد استحقاق القطعة",,
"Piece references","مراجع القطعة",,
"Please add an Active UMR to the partner.","الرجاء إضافة UMR نشط إلى الشريك.",,
"Please fill bank order date","يرجى ملء تاريخ الطلب البنكي",,
"Please fill bank order type","يرجى ملء نوع الطلب البنكي",,
"Please fill currency for the bank order","يرجى ملء العملة لطلب البنك",,
"Please fill partner type for the bank order","يرجى ملء نوع الشريك للطلب البنكي",,
"Please fill the address in %s's partner details.","الرجاء ملء العنوان في تفاصيل شريك %s.",,
"Please fill the bank address in the receiver bank details.","يرجى ملء عنوان البنك في تفاصيل البنك المتلقي.",,
"Please fill the bank details","يرجى ملء تفاصيل البنك",,
"Please fill the bank in the receiver bank details.","يرجى ملء البنك في تفاصيل البنك المستلم.",,
"Please fill the city in %s's partner details.","الرجاء ملء المدينة في تفاصيل شريك %s.",,
"Please fill the receiver bank details","يرجى ملء تفاصيل البنك المتلقي",,
"Please fill the sender bank details currency.","يرجى ملء عملة تفاصيل البنك المرسل.",,
"Please fill the sender company","يرجى ملء الشركة المرسلة",,
"Please fill the zip in %s's partner details.","الرجاء ملء الملف المضغوط بتفاصيل شريك %s.",,
"Please input here the expected text to be filled into the description field for the accounting entry to be generated by this rule. Label can be a simple text or computed through a groovy formula with starting point the bank reconciliation line. If no custom label input, then the system will use by default the description field of the bank reconciliation line. As a reminder, description label must be 255 char. max.","يرجى إدخال النص المتوقع ملؤه هنا في حقل الوصف حتى يتم إنشاء الإدخال المحاسبي بواسطة هذه القاعدة. يمكن أن تكون التسمية عبارة عن نص بسيط أو يتم حسابها من خلال صيغة رائعة مع نقطة البداية في سطر تسوية البنك. إذا لم يتم إدخال تسمية مخصصة، فسيستخدم النظام بشكل افتراضي حقل الوصف الخاص ببند التسوية البنكية. للتذكير، يجب أن يكون عنوان الوصف 255 حرفًا. الأعلى.",,
"Please input here the expected text to be filled into the origin field for the accounting entry to be generated by this rule. Label can be a simple text or computed through a groovy formula with starting point the bank reconciliation line. If no custom label input, then the system will use by default the reference field of the bank reconciliation line. As a reminder, label must be 255 char. max.","يرجى إدخال النص المتوقع أن يتم ملؤه هنا في حقل الأصل حتى يتم إنشاء الإدخال المحاسبي بواسطة هذه القاعدة. يمكن أن تكون التسمية عبارة عن نص بسيط أو يتم حسابها من خلال صيغة رائعة مع نقطة البداية في سطر تسوية البنك. إذا لم يتم إدخال تسمية مخصصة، فسيستخدم النظام بشكل افتراضي الحقل المرجعي لبند التسوية البنكية. للتذكير، يجب أن يكون حجم التسمية 255 حرفًا. الأعلى.",,
"Please select a cash account in the bank statement rule %s","الرجاء تحديد حساب نقدي في قاعدة كشف الحساب البنكي %s",,
"Please select a company for the bank order lines inserted","الرجاء تحديد شركة لإدراج بنود الأمر البنكي",,
"Please select a counterpart account in the bank statement rule %s","الرجاء تحديد حساب مقابل في قاعدة كشف الحساب البنكي %s",,
"Please select a partner for the bank order lines inserted","الرجاء تحديد شريك لبنود الطلب البنكي المدرجة",,
"Please select a payment mode","الرجاء تحديد طريقة الدفع",,
"Please select a reconciliation line","الرجاء تحديد سطر التسوية",,
"Please select a signatory","الرجاء اختيار الموقع",,
"Please select at least one bank reconciliation line (button on right side of table).","يرجى تحديد سطر تسوية بنكي واحد على الأقل (الزر الموجود على الجانب الأيمن من الجدول).",,
"Please select at least one bank reconciliation line for multiple reconciles","يرجى تحديد بند تسوية بنكي واحد على الأقل لإجراء تسويات متعددة",,
"Please select at least two bank orders","يرجى تحديد أمرين مصرفيين على الأقل",,
"Please select draft bank orders only","يرجى تحديد مسودات الأوامر البنكية فقط",,
"Please select one bank reconciliation line","الرجاء تحديد بند تسوية بنك واحد",,
"Please select one bank reconciliation line and one move line","برجاء تحديد بند تسوية بنك واحد وبند نقل واحد",,
"Please select one move line","الرجاء تحديد خط نقل واحد",,
"Please select some bank orders that have the same currency","يرجى تحديد بعض الطلبات المصرفية التي لها نفس العملة",,
"Please select some bank orders that have the same partner type","يرجى تحديد بعض الطلبات المصرفية التي لها نفس نوع الشريك",,
"Please select some bank orders that have the same payment mode","يرجى تحديد بعض الطلبات المصرفية التي لها نفس وضع الدفع",,
"Please select some bank orders that have the same sender bank details","يرجى تحديد بعض الطلبات المصرفية التي لها نفس تفاصيل البنك المرسل",,
"Please select some bank orders that have the same sender company","يرجى تحديد بعض الطلبات المصرفية التي لها نفس الشركة المرسلة",,
"Please select some bank orders that have the same status","الرجاء تحديد بعض الطلبات المصرفية التي لها نفس الحالة",,
"Please select statements","الرجاء تحديد البيانات",,
"Please set a currency in the sender bank details : %s.","يرجى ضبط العملة في تفاصيل البنك المرسل: %s.",,
"Pledge of receivables under a Dailly agreement","تعهد المستحقات بموجب اتفاقية يومية",,
"Posted number","الرقم المنشور",,
"Print","مطبعة",,
"Print bank statement lines","طباعة خطوط كشف الحساب البنكي",,
"Printings","المطبوعات",,
"Qualifying of amount","تأهيل المبلغ",,
"Qualifying of date","تأهل التاريخ",,
"Query","استفسار",,
"Received","تلقى",,
"Receiver","المتلقي",,
"Receiver Info.","معلومات المتلقي.",,
"Receiver address","عنوان المتلقي",,
"Receiver address required","مطلوب عنوان المتلقي",,
"Receiver country","البلد المتلقي",,
"Receiver move","تحرك المتلقي",,
"Reconcile selected","التوفيق بين المحدد",,
"Reconciled bank statement line","تسوية سطر كشف الحساب البنكي",,
"Reconciled move lines","خطوط الحركة التوفيقية",,
"Reconciliation auto","المصالحة التلقائية",,
"Reconciliation corrected at","تم تصحيح المصالحة في",,
"Red","أحمر",,
"Reference","مرجع",,
"Reimbursement","السداد",,
"Reject","يرفض",,
"Reject Move","رفض التحرك",,
"Reject Reason","رفض السبب",,
"Reject information","رفض المعلومات",,
"Reject selected lines","رفض الأسطر المحددة",,
"Rejected","مرفوض",,
"Rejection Status","حالة الرفض",,
"Rejection date","تاريخ الرفض",,
"Rejection reason","سبب الرفض",,
"Rejects/Return Reason Code","رمز سبب الرفض/الإرجاع",,
"Related to","ذات صلة ب",,
"Related to select","ذات صلة ب الاختيار",,
"Remains to be reconciled","يبقى أن نتصالح",,
"Represent","يمثل",,
"Reveiver and sender","المتلقي والمرسل",,
"Rule type","نوع القاعدة",,
"Run bank reconciliation","تشغيل التسوية البنكية",,
"SEPA Bank to Bank Transfers","بنك SEPA للتحويلات المصرفية",,
"SEPA Credit Transfer","تحويل رصيد سيبا",,
"SEPA Credit Transfers","التحويلات الائتمانية لمنطقة SEPA",,
"SEPA Direct Debit","الخصم المباشر لمنطقة SEPA",,
"SEPA Direct Debits","ديون SEPA المباشرة",,
"SEPA credit transfers","التحويلات الائتمانية لمنطقة SEPA",,
"SEPA direct debits","ديون SEPA المباشرة",,
"Search and accounting rule Config.","تكوين قاعدة البحث والمحاسبة.",,
"Searched label","التسمية التي تم البحث عنها",,
"See Bank Order Lines","راجع خطوط أوامر البنك",,
"See bank statement lines","راجع بنود كشف الحساب البنكي",,
"Select","يختار",,
"Select / Unselect","اختر / قم بإلغاء التحديد",,
"Select move lines to reconciles","حدد خطوط النقل للتوفيق",,
"Selected bank reconciliation is under correction and can not be deleted","التسوية البنكية المحددة قيد التصحيح ولا يمكن حذفها",,
"Selected bank reconciliation is validated and can not be deleted","تم التحقق من صحة التسوية البنكية المحددة ولا يمكن حذفها",,
"Selection total for bank reconciliation lines","إجمالي التحديد لبنود التسوية البنكية",,
"Selection total for unreconciliated move lines","إجمالي التحديد لخطوط النقل التي لم تتم تسويتها",,
"Send a Bank Order","إرسال أمر البنك",,
"Send a bank order","إرسال أمر البنك",,
"Send bank order","إرسال أمر البنك",,
"Send note bills","إرسال فواتير المذكرة",,
"Sender","مرسل",,
"Sender Bank details","تفاصيل بنك المرسل",,
"Sender Company","شركة المرسل",,
"Sender Info.","إرسال المعلومات.",,
"Sending date","تاريخ الإرسال",,
"Sent to bank","أرسلت إلى البنك",,
"Seq.","تسلسل.",,
"Sequence","تسلسل",,
"Sequence is already used","التسلسل مستخدم بالفعل",,
"Show reconciled move lines","إظهار خطوط الحركة التوفيقية",,
"Some entries from the reconciliation have an empty moveLine and an account filled. The cash account is required to generate automatically the counterpart Move Lines for those entries.","تحتوي بعض الإدخالات من التسوية على خط نقل فارغ وحساب مملوء. الحساب النقدي مطلوب لإنشاء خطوط النقل النظيرة تلقائيًا لتلك الإدخالات.",,
"Some entries from the reconciliation have an empty moveLine and an account filled. The journal is required to generate automatically the Move/Move Lines for those entries.","تحتوي بعض الإدخالات من التسوية على خط نقل فارغ وحساب مملوء. مطلوب من دفتر اليومية إنشاء خطوط النقل/النقل تلقائيًا لتلك الإدخالات.",,
"Special instructions","تعليمات خاصة",,
"Special instructions line1","سطر التعليمات الخاصة1",,
"Special instructions line2","خط التعليمات الخاصة2",,
"Special instructions line3","خط التعليمات الخاصة3",,
"Specific attributes","سمات محددة",,
"Specific tax","ضريبة محددة",,
"Starting Balance","رصيد البداية",,
"Statement amount remaining to reconcile","كشف المبلغ المتبقي للتسوية",,
"Statement ongoing reconciled balance","بيان الرصيد المطابقة الجارية",,
"Statement reconciled line balance","بيان تسوية رصيد الخط",,
"Statement theoretical balance","بيان التوازن النظري",,
"Statement unrereconciled line balance","بيان رصيد الخط غير المطابق",,
"Status","حالة",,
"Stm. Credit","ستم. ائتمان",,
"Stm. Debit","ستم. دَين",,
"Supplier","مزود",,
"Technical Origin","الأصل الفني",,
"Template","نموذج",,
"Test function","وظيفة الاختبار",,
"The Iban is mandatory for the partner %s, bank order %s","رقم Iban إلزامي للشريك %s، أمر مصرفي %s",,
"The analytic distribution is required in the move lines for account %s but no template has been set in the account configuration","التوزيع التحليلي مطلوب في سطور النقل للحساب %s ولكن لم يتم تعيين أي قالب في تكوين الحساب",,
"The bank details %s attached to the invoice/ invoice term %s and to the partner %s is inactive. Only invoices with active bank details can be processed.","تفاصيل البنك %s المرفقة بالفاتورة/مصطلح الفاتورة %s وبالشريك %s غير نشطة. يمكن معالجة الفواتير التي تحتوي على تفاصيل مصرفية نشطة فقط.",,
"The bank details type is not compatible with the accepted types in file format.","نوع تفاصيل البنك غير متوافق مع الأنواع المقبولة في تنسيق الملف.",,
"The bank order %s has been generated successfully.","تم إنشاء الأمر البنكي %s بنجاح.",,
"The bank order is not properly signed. Please correct it and sign it again.","لم يتم توقيع الطلب البنكي بشكل صحيح. يرجى تصحيحه والتوقيع عليه مرة أخرى.",,
"The company %s does not have bank order sequence","لا يوجد لدى الشركة %s تسلسل أوامر بنكية",,
"The field encryption.bankorder.password in config file must be filled.","يجب ملء الحقلcryption.bankorder.password في ملف التكوين.",,
"The move %s can't be reversed because it is linked to a bank reconciliation with status validated","لا يمكن التراجع عن الحركة %s لأنها مرتبطة بتسوية بنكية مع التحقق من صحة الحالة",,
"The moves %s couldn't be reversed because these are linked to a bank reconciliation with status validated","لا يمكن عكس الحركات %s لأنها مرتبطة بتسوية بنكية مع التحقق من الحالة",,
"The password is incorrect.","كلمة المرور غير صحيحة.",,
"The payment status will not update.","لن يتم تحديث حالة الدفع.",,
"The receiver bank details currency is not compatible with the currency in bank order.","عملة تفاصيل البنك المستلم غير متوافقة مع العملة الموجودة في الطلب البنكي.",,
"The receiver bank details for the line %s is inactive.","تفاصيل البنك المستلم للسطر %s غير نشطة.",,
"The receiver bank details type is not compatible with the accepted types in file format.","نوع تفاصيل البنك المستلم غير متوافق مع الأنواع المقبولة في تنسيق الملف.",,
"The selected bank statement doesn't contain, at the lines level, any information allowing to identify which bank details it concerns. Please verify the format of the data source or the configuration of the bank details in the software and please make sure both are matching.","لا يحتوي كشف الحساب البنكي المحدد، على مستوى البنود، على أي معلومات تسمح بتحديد تفاصيل البنك المعنية. يرجى التحقق من تنسيق مصدر البيانات أو تكوين تفاصيل البنك في البرنامج والرجاء التأكد من تطابقهما.",,
"The sender bank details currency is not compatible with the currency in bank order.","عملة تفاصيل البنك المرسل غير متوافقة مع العملة الموجودة في الطلب البنكي.",,
"The sender bank details is inactive.","تفاصيل بنك المرسل غير نشطة.",,
"The validation of this payment session is supposed to generate a bank order with multiple execution dates while the file format associated with the payment mode does not support the multidate. Please select an adequate file format within the payment mode settings or change the parameter for the accounting date selection.","من المفترض أن يؤدي التحقق من صحة جلسة الدفع هذه إلى إنشاء أمر بنكي بتواريخ تنفيذ متعددة بينما لا يدعم تنسيق الملف المرتبط بوضع الدفع التواريخ المتعددة. يرجى تحديد تنسيق ملف مناسب ضمن إعدادات وضع الدفع أو تغيير المعلمة لاختيار تاريخ المحاسبة.",,
"There is at least one incomplete bank reconciliation. Are you sure you want to continue?","توجد تسوية بنكية واحدة غير مكتملة على الأقل. هل أنت متأكد أنك تريد الاستمرار؟",,
"There is no file linked to this origin.","لا يوجد ملف مرتبط بهذا الأصل.",,
"This action is irreversible, do you want to continue ?","هذا الإجراء لا يمكن التراجع عنه، هل تريد المتابعة؟",,
"This move line %s can not be archived because its bank reconciliation amount is superior to 0.","لا يمكن أرشفة سطر النقل %s هذا لأن مبلغ التسوية البنكية الخاص به أكبر من 0.",,
"To","ل",,
"To Date","حتى الآن",,
"To use the generated move in the formula, you can use the variable 'generatedMove'","لاستخدام الحركة التي تم إنشاؤها في الصيغة، يمكنك استخدام المتغير ""generatedMove""",,
"To validate the reconciliation, each line must be marked with one or more move line, either existing or configured (Account, Third party). A move line will be generated automatically on the account and journal associated with the reconciliation session.","للتحقق من صحة التسوية، يجب وضع علامة على كل سطر بخط نقل واحد أو أكثر، سواء كان موجودًا أو تم تكوينه (الحساب، الطرف الثالث). سيتم إنشاء بند نقل تلقائيًا في الحساب والمجلة المرتبطين بجلسة التسوية.",,
"Total amount","المبلغ الإجمالي",,
"Total amount in company currency","المبلغ الإجمالي بعملة الشركة",,
"Total amount of bank order lines must be equal to the bank order amount","يجب أن يكون المبلغ الإجمالي لبنود الأمر البنكي مساويًا لمبلغ الأمر البنكي",,
"Total cashed","إجمالي الأموال النقدية",,
"Total of selected move lines","إجمالي خطوط النقل المحددة",,
"Total paid","مجموع المدفوعة",,
"Totally rejected","مرفوض تماما",,
"Transfer or other","نقل أو غيره",,
"Treasury transfer Bank orders sequences","تسلسل أوامر البنك لتحويل الخزينة",,
"Type","يكتب",,
"Unavailability index","مؤشر عدم التوفر",,
"Unavailable","غير متاح",,
"Under correction","تحت التصحيح",,
"Unit debit by operation","وحدة الخصم عن طريق العملية",,
"Unknown SEPA type for file generation","نوع SEPA غير معروف لإنشاء الملف",,
"Unknown direct debit data type","نوع بيانات الخصم المباشر غير معروف",,
"Unknown format for file generation","تنسيق غير معروف لإنشاء الملف",,
"Unknown format for file import process","تنسيق غير معروف لعملية استيراد الملف",,
"Unreconcile selected","تم تحديد عدم التسوية",,
"Unreconciled and On-going Reconciliation MoveLines","خطوط تحرك المصالحة المستمرة وغير المتصالحة",,
"Unreconciled bank statement line","سطر كشف حساب بنكي غير مطابق",,
"Use editor in bank order form","استخدم المحرر في نموذج الطلب البنكي",,
"Use iban only","استخدم الآيبان فقط",,
"Validate","التحقق من صحة",,
"Validate reconciliation","التحقق من صحة المصالحة",,
"Validated","تم التحقق من صحتها",,
"Validated By","تم التحقق منها بواسطة",,
"Validated On","تم التحقق منه",,
"Validation date","تاريخ التحقق",,
"Value date","تاريخ القيمة",,
"With formula","مع الصيغة",,
"You can't validate this bank order. you need to fill at least one bank order line","لا يمكنك التحقق من صحة هذا الطلب المصرفي. تحتاج إلى ملء سطر أمر مصرفي واحد على الأقل",,
"Your bank detail's bank account for bank details %s (%s) is different from the cash account of the account config for %s's bank statement rule (%s). Please fix it before auto accounting the bank statement.","يختلف الحساب البنكي الخاص بتفاصيل البنك للحصول على التفاصيل البنكية %s (%s) عن الحساب النقدي لتكوين الحساب لقاعدة كشف الحساب البنكي لـ %s (%s). يرجى إصلاحه قبل المحاسبة التلقائية لكشف الحساب البنكي.",,
"and","و",,
"bankorder.invoicePayment","Bankorder.invoicePayment",,
"by","بواسطة",,
"camt.053.001.02.stm","camt.053.001.02.stm",,
"camt.054.001.02.abb","camt.054.001.02.abb",,
"camt.054.001.02.act","camt.054.001.02.act",,
"camt.054.001.02.add","camt.054.001.02.add",,
"camt.fin.mt940.stm","camt.fin.mt940.stm",,
"camt.fin.mt942.rep","camt.fin.mt942.rep",,
"camt.xxx.cfonb120.rep","camt.xxx.cfonb120.rep",,
"camt.xxx.cfonb120.stm","camt.xxx.cfonb120.stm",,
"camt.xxx.cfonb240.ach","camt.xxx.cfonb240.ach",,
"camt.xxx.cfonb240.act","camt.xxx.cfonb240.act",,
"camt.xxx.cfonb240.ard","camt.xxx.cfonb240.ard",,
"camt.xxx.cfonb240.atg","camt.xxx.cfonb240.atg",,
"camt.xxx.cfonb240.ati","camt.xxx.cfonb240.ati",,
"camt.xxx.cfonb240.cai","camt.xxx.cfonb240.cai",,
"camt.xxx.cfonb240.dri","camt.xxx.cfonb240.dri",,
"camt.xxx.cfonb240.pco","camt.xxx.cfonb240.pco",,
"camt.xxx.cfonb240.rch","camt.xxx.cfonb240.rch",,
"camt.xxx.cfonb240.rco","camt.xxx.cfonb240.rco",,
"camt.xxx.cfonb240.rct","camt.xxx.cfonb240.rct",,
"camt.xxx.cfonb240.rep","camt.xxx.cfonb240.rep",,
"camt.xxx.cfonb240.rsd","camt.xxx.cfonb240.rsd",,
"camt.xxx.cfonb240.rtg","camt.xxx.cfonb240.rtg",,
"camt.xxx.cfonb240.rti","camt.xxx.cfonb240.rti",,
"camt.xxx.cfonb560.ara","camt.xxx.cfonb560.ara",,
"csv.jma.dot","csv.jma.dot",,
"csv.ymd.dot","csv.ymd.dot",,
"pain.001.001.02.ict","Pain.001.001.02.ict",,
"pain.001.001.02.mct","Pain.001.001.02.mct",,
"pain.001.001.02.rft","Pain.001.001.02.rft",,
"pain.001.001.02.sct","Pain.001.001.02.sct",,
"pain.001.001.02.xct","Pain.001.001.02.xct",,
"pain.001.001.03.ict","Pain.001.001.03.ict",,
