"key","message","comment","context"
"To convert lead, please use the Convert button.","لتحويل العميل المحتمل، يرجى استخدام زر التحويل.",,
"To lose lead, please use the Lose button.","لفقدان العميل المحتمل، يرجى استخدام زر الفقدان.",,
"Tools","أدوات",,
"Tour","جولة",,
"Tour line","خط الجولة",,
"Tour line successfully validated.","تم التحقق من خط الجولة بنجاح.",,
"Tour lines","خطوط الجولة",,
"Tour successfully validated.","تم التحقق من الجولة بنجاح.",,
"Tours","الجولات",,
"Trading name","اسم التداول",,
"Treated objectives reporting","تقرير الأهداف المعالجة",,
"Tu","تو",,
"Type","نوع",,
"Type of need","نوع الحاجة",,
"UID (Calendar)","UID (التقويم)",,
"Unassigned Leads","العملاء المحتملون غير المعينين",,
"Unassigned Opportunities","الفرص غير المعينة",,
"Unassigned opportunities","الفرص غير المعينة",,
"Urgent","عاجل",,
"User","مستخدم",,
"User %s does not have an email address configured nor is it linked to a partner with an email address configured.","المستخدم %s ليس لديه عنوان بريد إلكتروني مكون ولا يرتبط بشريك لديه عنوان بريد إلكتروني مكون.",,
"User %s must have an active company to use templates","يجب أن يكون لدى المستخدم %s شركة نشطة لاستخدام القوالب",,
"Validate","تحقق",,
"Validated","تم التحقق",,
"View itinerary","عرض المسار",,
"We","نحن",,
"We found the following similar leads/contacts/partners in the system, do you still want to create this lead ?","وجدنا العملاء المحتملين / جهات الاتصال / الشركاء المماثلين في النظام، هل لا تزال ترغب في إنشاء هذا العميل المحتمل؟",,
"We found these other leads that may be linked to your partner.","وجدنا هؤلاء العملاء المحتملين الآخرين الذين قد يكونون مرتبطين بشريكك.",,
"Website","موقع الويب",,
"Weekly","أسبوعي",,
"Weeks","أسابيع",,
"Won opportunities","الفرص الفائزة",,
"Work area","منطقة العمل",,
"Work domain","مجال العمل",,
"Worst case","أسوأ حالة",,
"Years","سنوات",,
"Yes","نعم",,
"You don't have the rights to delete this event","ليس لديك حقوق حذف هذا الحدث",,
"You must choose a recurrence type","يجب عليك اختيار نوع التكرار",,
"You must choose at least one day in the week","يجب عليك اختيار يوم واحد على الأقل في الأسبوع",,
"agency.name","اسم الوكالة",,
"amount","المبلغ",,
"com.axelor.apps.crm.job.EventReminderJob",,,
"com.axelor.apps.crm.service.batch.CrmBatchService",,,
"crm.Partner","شريك",,
"crm.toDate","إلى تاريخ",,
"every week's day","كل يوم من الأسبوع",,
"everyday","كل يوم",,
"fri,","الجمعة,",,
"mon,","الاثنين,",,
"on","في",,
"partner.manager","مدير الشريك",,
"portal.daily.team.calls.summary.by.user","ملخص مكالمات الفريق اليومية حسب المستخدم",,
"sat,","السبت,",,
"sun,","الأحد,",,
"thur,","الخميس,",,
"tourLine.order","طلب خط الجولة",,
"tues,","الثلاثاء,",,
"until the","حتى",,
"value:CRM","القيمة: إدارة العملاء",,
"wed,","الأربعاء,",,
"whatever@example.com","whatever@example.com",,
